komentar,rating,timestamp,sentimen,clean
tolong fitur shopee nya di perbaiki masa iya aku ga bisa bayar di tempat,5,2026-04-18 17:17:41,positif,tolong fitur shopee nya di perbaiki masa iya aku ga bisa bayar di tempat
semoga selalu banyak promonya,5,2026-04-18 17:15:33,positif,semoga selalu banyak promonya
gapapa sih lebih enak mesen barang,5,2026-04-18 17:15:18,positif,gapapa sih lebih enak mesen barang
"saya minta tolong untuk ganti password dan minta tolong cs gabisa alasan keterbatasan atau apalah, terus apa gunanya cs bener bener aplikasi gak bermutu",1,2026-04-18 17:10:39,negatif,saya minta tolong untuk ganti password dan minta tolong cs gabisa alasan keterbatasan atau apalah terus apa gunanya cs bener bener aplikasi gak bermutu
sangat suka karna memudahkan perbelanjaan,5,2026-04-18 17:10:05,positif,sangat suka karna memudahkan perbelanjaan
"sengaja ngasi ranting banyak biar yg lain lihat,akun aku itu akun baru,dan kartu baru,baru tadi di beli,tapi kenapa pas belanja tidak bisa memasukan promonya padahal tadi baru beli akn",5,2026-04-18 17:08:26,positif,sengaja ngasi ranting banyak biar yg lain lihatakun aku itu akun barudan kartu barubaru tadi di belitapi kenapa pas belanja tidak bisa memasukan promonya padahal tadi baru beli akn
kok skrg spx busuk yah lambat kali paketnya sampai,5,2026-04-18 17:06:42,positif,kok skrg spx busuk yah lambat kali paketnya sampai
shopee muantaappp maahhh 👍👍,5,2026-04-18 17:05:14,positif,shopee muantaappp maahhh 
yeppie,5,2026-04-18 17:04:01,positif,yeppie
oke,5,2026-04-18 17:02:08,positif,oke
pengembalian dana cepat,5,2026-04-18 16:59:18,positif,pengembalian dana cepat
"pinjaman paylater nga pernah disetujui belanja paling banyak,... akhirnya setiap beli HP baru langsung cash ke counter nya mantap 👍",1,2026-04-18 16:59:03,negatif,pinjaman paylater nga pernah disetujui belanja paling banyak akhirnya setiap beli hp baru langsung cash ke counter nya mantap 
bagus,5,2026-04-18 16:58:46,positif,bagus
ok,5,2026-04-18 16:58:25,positif,ok
saya sangat suka dengan aplikasi ini,5,2026-04-18 16:57:33,positif,saya sangat suka dengan aplikasi ini
udh mulai bnyk pedagang yg nakal,5,2026-04-18 16:54:55,positif,udh mulai bnyk pedagang yg nakal
Cukup puas..,5,2026-04-18 16:53:59,positif,cukup puas
"terima kasih Shopee,dgn adanya shopee saya lebih mudah belanja dan hemat waktu,tapi maaf ya untuk saat saat ini belaja dishopee agak jarang karena terlalu banyak ongkir ngak seperti waktu sebelum nya selalu geratis ongkir,,sekarang harga barang nya murah tapi ongkir pengiriman lebih tinggi,,jadi belanja agak jarang. kalo boleh. seperti sebelumnya kasi kemudahan dgn geratis ongkir. makasih shopee..",5,2026-04-18 16:51:38,positif,terima kasih shopeedgn adanya shopee saya lebih mudah belanja dan hemat waktutapi maaf ya untuk saat saat ini belaja dishopee agak jarang karena terlalu banyak ongkir ngak seperti waktu sebelum nya selalu geratis ongkirsekarang harga barang nya murah tapi ongkir pengiriman lebih tinggijadi belanja agak jarang kalo boleh seperti sebelumnya kasi kemudahan dgn geratis ongkir makasih shopee
barang yg sudah tidak layak dijual..,1,2026-04-18 16:50:12,negatif,barang yg sudah tidak layak dijual
"Saya telah membeli produk dengan garansi 1 tahun, setelah produknya rusak saya mau klaim garansi malah suruh perbaiki sendiri dan produk ini tidak memiliki tempat servis resmi, Kenapa penipu official store Mall begini dibiarin, coba baca ulasan tokonya, sudah banyak sekali korban penipuan ALLToU Indonesia Official Store",1,2026-04-18 16:48:51,negatif,saya telah membeli produk dengan garansi  tahun setelah produknya rusak saya mau klaim garansi malah suruh perbaiki sendiri dan produk ini tidak memiliki tempat servis resmi kenapa penipu official store mall begini dibiarin coba baca ulasan tokonya sudah banyak sekali korban penipuan alltou indonesia official store
semenjak pengajuan refund dan saya tidak mendapatkan pengembalian dana saya berhenti memakai shopee,1,2026-04-18 16:46:39,negatif,semenjak pengajuan refund dan saya tidak mendapatkan pengembalian dana saya berhenti memakai shopee
gak bisa cod jadi susah klau mau pesan harus download yg lain,1,2026-04-18 16:46:35,negatif,gak bisa cod jadi susah klau mau pesan harus download yg lain
shopee memang the Best harga terjangkau dan cocok untuk semua orang,5,2026-04-18 16:44:21,positif,shopee memang the best harga terjangkau dan cocok untuk semua orang
alhamdulillah dengan adanya aplikasi belanja Online shopee sangat sangat memudahkan saya. untuk mencari semua kebutuhan yg saya cari. selain gratis ongkirnya. banyak produk promo dan selalu ada voucer potongan. jatuh cinta deh saya sama shopee. dan kl barang yg kita beli ga sesuai proses returnya jg mudah amanah dan cepat. uang kita jg kembali nya full loh. semkga sukses dan berjaya shopee selalu suka shope. dengan afa shope memudahkan saya dlm memenuhi kebutuhan rumah tangga dan anak²,5,2026-04-18 16:43:33,positif,alhamdulillah dengan adanya aplikasi belanja online shopee sangat sangat memudahkan saya untuk mencari semua kebutuhan yg saya cari selain gratis ongkirnya banyak produk promo dan selalu ada voucer potongan jatuh cinta deh saya sama shopee dan kl barang yg kita beli ga sesuai proses returnya jg mudah amanah dan cepat uang kita jg kembali nya full loh semkga sukses dan berjaya shopee selalu suka shope dengan afa shope memudahkan saya dlm memenuhi kebutuhan rumah tangga dan anak
sudah hampir 4 tahun pke Shopee tapi makin kesini soal pengiriman paket makin lambat sampai melewati jadwal estimasi yang seharusnya,3,2026-04-18 16:42:54,netral,sudah hampir  tahun pke shopee tapi makin kesini soal pengiriman paket makin lambat sampai melewati jadwal estimasi yang seharusnya
sangat membantu dan bermanfaat,5,2026-04-18 16:41:23,positif,sangat membantu dan bermanfaat
"Lo z SE,",4,2026-04-18 16:41:22,positif,lo z se
"Pusat belanja online yg cocok untuk kaum mager, tapi mungkin bisa diperbaiki bug yg ada supaya pengalaman belanja lebih baik.",5,2026-04-18 16:41:08,positif,pusat belanja online yg cocok untuk kaum mager tapi mungkin bisa diperbaiki bug yg ada supaya pengalaman belanja lebih baik
makin kesini pihak express servisnya kurang memuaskan pelanggan. sering telat dan paket tertahan berhari2 diwilayah tertentu. jadi kurang minat,2,2026-04-18 16:39:14,negatif,makin kesini pihak express servisnya kurang memuaskan pelanggan sering telat dan paket tertahan berhari diwilayah tertentu jadi kurang minat
ok,5,2026-04-18 16:37:02,positif,ok
alhamdulillah mudah dan membantu sekali terimakasih semoga sampe bile2 ga ada admin buat ftftftf😅,5,2026-04-18 16:35:40,positif,alhamdulillah mudah dan membantu sekali terimakasih semoga sampe bile ga ada admin buat ftftftf
ok,5,2026-04-18 16:32:01,positif,ok
sangat membantu,5,2026-04-18 16:31:11,positif,sangat membantu
"kerenlah pokoknya shopee ini, semoga terus dapat promo-promo dan voucher menarik lainnya🫶",5,2026-04-18 16:30:51,positif,kerenlah pokoknya shopee ini semoga terus dapat promopromo dan voucher menarik lainnya
bagus bgtttt,5,2026-04-18 16:30:17,positif,bagus bgtttt
"Ini untuk kesekian kalinya pesanan gagal kirim, waktu pesan shopeefood, tidak bisa dibatalkan atau ubah alamat padahal belum ada beberapa detik. TOLONG INI DIPERBAIKI, PADAHAL DULU TIDAK SEPERTI INI! PELANGGAN MERASA TIDAK NYAMAN JIKA KEBIJAKAN KALIAN SEPERTI INI TERUS-MENERUS!",1,2026-04-18 16:28:56,negatif,ini untuk kesekian kalinya pesanan gagal kirim waktu pesan shopeefood tidak bisa dibatalkan atau ubah alamat padahal belum ada beberapa detik tolong ini diperbaiki padahal dulu tidak seperti ini pelanggan merasa tidak nyaman jika kebijakan kalian seperti ini terusmenerus
"belanja aman ,juga cepat respon seller sellernya pakok nya Joss shopee",5,2026-04-18 16:27:44,positif,belanja aman juga cepat respon seller sellernya pakok nya joss shopee
"Fitur/Filter terlaris di hapus di new update?, sumpah nyusain banget min saya cari komponen elektronika kecil yg biasanya gampang ketemu jadi susah bener, sekalinya nemu toko sepi yg gajelas jujur nga nya, pls balikin lagi, ganggu banget! terus 1 lagi, maksudnya apa kok ads ada yg maksa ngalihin page? enak enak nyari barang A tiba tiba berubah ke tokonya Nike contohnya, kenapa ga di display ketika user lagi di mainpage aja? ngerusak UX, ga nyaman udah nemu barang tiba tiba dialihkan....",2,2026-04-18 16:27:27,negatif,fiturfilter terlaris di hapus di new update sumpah nyusain banget min saya cari komponen elektronika kecil yg biasanya gampang ketemu jadi susah bener sekalinya nemu toko sepi yg gajelas jujur nga nya pls balikin lagi ganggu banget terus  lagi maksudnya apa kok ads ada yg maksa ngalihin page enak enak nyari barang a tiba tiba berubah ke tokonya nike contohnya kenapa ga di display ketika user lagi di mainpage aja ngerusak ux ga nyaman udah nemu barang tiba tiba dialihkan
"saya udah gaakan pernah pakai aplikasi ini lagi, saya sebagai penjual ngirim barang trus gagal dikirim cuma dikasih kompensasi 100k dari harga barang yg 1 jt",1,2026-04-18 16:26:09,negatif,saya udah gaakan pernah pakai aplikasi ini lagi saya sebagai penjual ngirim barang trus gagal dikirim cuma dikasih kompensasi k dari harga barang yg  jt
TOP,5,2026-04-18 16:25:29,positif,top
kereen,5,2026-04-18 16:25:23,positif,kereen
josss jisss,5,2026-04-18 16:24:25,positif,josss jisss
"Shopee pay leter sulit acc nya faktor nya d saya gk jlz... Kn saya lgi butuh modal untuk usaha krja saya.. makin hari pengiriman shopee makin lama..dan tidak tentu,tolong perbaiki dan perhatikan pihak pengiriman nya..dulu 2-4 hari sampai skrng 4-6 hari baru sampai.. padahal toko tetap cuma pengiriman slalu slow respon dan luama datang nya",1,2026-04-18 16:24:19,negatif,shopee pay leter sulit acc nya faktor nya d saya gk jlz kn saya lgi butuh modal untuk usaha krja saya makin hari pengiriman shopee makin lamadan tidak tentutolong perbaiki dan perhatikan pihak pengiriman nyadulu  hari sampai skrng  hari baru sampai padahal toko tetap cuma pengiriman slalu slow respon dan luama datang nya
Sangat puas dgn pelayanan nya. psanan dtg sesuai dgn yg dipesan,5,2026-04-18 16:21:55,positif,sangat puas dgn pelayanan nya psanan dtg sesuai dgn yg dipesan
keren bisa dipercaya dan murah,5,2026-04-18 16:21:44,positif,keren bisa dipercaya dan murah
aplikasi bawok,5,2026-04-18 16:21:23,positif,aplikasi bawok
baik,5,2026-04-18 16:21:21,positif,baik
iklan shopee meresahkan,1,2026-04-18 16:20:43,negatif,iklan shopee meresahkan
"ngasih diskon tapi ga ikhlas, masa baru pertama kali beli di shopeefood kena akun dibatasi?, aneh bgt, kalo gamau ngasih diskon ya mending gausah, gjls bgt, mana msh ada saldo shopeepay saya lagi, gabisa dikembalikan lagi akun saya",1,2026-04-18 16:20:23,negatif,ngasih diskon tapi ga ikhlas masa baru pertama kali beli di shopeefood kena akun dibatasi aneh bgt kalo gamau ngasih diskon ya mending gausah gjls bgt mana msh ada saldo shopeepay saya lagi gabisa dikembalikan lagi akun saya
"shopee gak seperti dulu, klo dulu belnja 40 rb, 60 rb dan seterusnya selalu dpaat gratis ongkir.. skrng blnja harus 150 rb baru dpat grtis ongkir.. kadang kita yg org biasa px uang buat anak dia pingin sesuatu 40 rb bisa gratis ongkir bikin kita senang dan semngat belnja.semoga shopee sperti dulu lagi..",5,2026-04-18 16:18:12,positif,shopee gak seperti dulu klo dulu belnja  rb  rb dan seterusnya selalu dpaat gratis ongkir skrng blnja harus  rb baru dpat grtis ongkir kadang kita yg org biasa px uang buat anak dia pingin sesuatu  rb bisa gratis ongkir bikin kita senang dan semngat belnjasemoga shopee sperti dulu lagi
Ya semua bagus ssih ya...tapi pengiriman selalu lambat dari toko pas.live bilang lngsng kirim 2 stelh nya bru dikirim..krna toko pakai sistem kurir jemput barang jadi nya lama dlu pesan bsa 1 minggu dh smpai skrng hampir 12 hari kdng 13 hari...,3,2026-04-18 16:17:37,netral,ya semua bagus ssih yatapi pengiriman selalu lambat dari toko paslive bilang lngsng kirim  stelh nya bru dikirimkrna toko pakai sistem kurir jemput barang jadi nya lama dlu pesan bsa  minggu dh smpai skrng hampir  hari kdng  hari
"ini aplikasi ampun dah, mu hp lu iphone ke mu android yg super cepat mu wifi lu 1 gbps/second kecepatan'y masih ja ni apk'y lemot, sayang gk da rating setengah bintang klo da gua ksih dah cuma mau cuan'y doank sistem'y gk diperbaiki website spx jga kacau parah",1,2026-04-18 16:16:52,negatif,ini aplikasi ampun dah mu hp lu iphone ke mu android yg super cepat mu wifi lu  gbpssecond kecepatany masih ja ni apky lemot sayang gk da rating setengah bintang klo da gua ksih dah cuma mau cuany doank sistemy gk diperbaiki website spx jga kacau parah
mantab sesuai dan tidak mengecewakan. besok besok mau beli lagi,5,2026-04-18 16:16:43,positif,mantab sesuai dan tidak mengecewakan besok besok mau beli lagi
ini buat keterlambatan barang datang kita di kasih voucer.ini voucher pakai syarat dan ketentuan belanja minimum.sama aja bohong.voucer 10.000 belanja harus 120.000 sama aja bohong.ini bukan voucer tapi ini kita disuruh belanja lagi dengan nominal yang lebih tinggi dari kita beli.Besok kalau paket nya telat custamer kasih voucer 10.000 belanja tanpa minum baru benar.ini sebagai ucapan maff untuk custamer nya.,3,2026-04-18 16:15:27,netral,ini buat keterlambatan barang datang kita di kasih voucerini voucher pakai syarat dan ketentuan belanja minimumsama aja bohongvoucer  belanja harus  sama aja bohongini bukan voucer tapi ini kita disuruh belanja lagi dengan nominal yang lebih tinggi dari kita belibesok kalau paket nya telat custamer kasih voucer  belanja tanpa minum baru benarini sebagai ucapan maff untuk custamer nya
tolong kondisikan untuk iklanya yang muncul tiba tiba di layar hp min ganggu banget,1,2026-04-18 16:14:38,negatif,tolong kondisikan untuk iklanya yang muncul tiba tiba di layar hp min ganggu banget
pengiriman cepat,5,2026-04-18 16:14:08,positif,pengiriman cepat
terbaik,5,2026-04-18 16:13:47,positif,terbaik
apk bagus tapi sayang bgt kurir disini suka g tanggung jawab apa lagi suka ada pket yg hilang,1,2026-04-18 16:13:03,negatif,apk bagus tapi sayang bgt kurir disini suka g tanggung jawab apa lagi suka ada pket yg hilang
"saya memesan pesanan dengan metode pembayaran qris, tetapi saat sudah di bayar beberapa hari kemudian pesanan di batalkan sheller, pembatalan nya sih sukses tetapi kenapa uang saya tidak di kembali?",2,2026-04-18 16:12:45,negatif,saya memesan pesanan dengan metode pembayaran qris tetapi saat sudah di bayar beberapa hari kemudian pesanan di batalkan sheller pembatalan nya sih sukses tetapi kenapa uang saya tidak di kembali
Bagus dan keren,5,2026-04-18 16:12:24,positif,bagus dan keren
"aku kasi bintang lima,",5,2026-04-18 16:11:05,positif,aku kasi bintang lima
untuk pesan apapun aku selalu menggunakan shopee,5,2026-04-18 16:11:05,positif,untuk pesan apapun aku selalu menggunakan shopee
di shopee barang lengkap dan bervariasi,5,2026-04-18 16:05:36,positif,di shopee barang lengkap dan bervariasi
"Aplikasi bagus banget buat belanja online. Cuma, tingkat kan lagi ya jaringan nya karena setiap mau nengok video agak ga jalan gitu. Mohon di tingkatkan lagi ya.",5,2026-04-18 16:05:00,positif,aplikasi bagus banget buat belanja online cuma tingkat kan lagi ya jaringan nya karena setiap mau nengok video agak ga jalan gitu mohon di tingkatkan lagi ya
recommend bgtttt,4,2026-04-18 16:03:54,positif,recommend bgtttt
belom pernah order sekaliny order eh tnpa d konfirmasi ke no sy tau2 udh d ggalin aja SM pihak produk.,2,2026-04-18 16:01:35,negatif,belom pernah order sekaliny order eh tnpa d konfirmasi ke no sy tau udh d ggalin aja sm pihak produk
"shopee makin ke sni gak rekomen, ngajuin retur sma tim validasinya di tolak jelas2 udh ngasih bukti yg valid",1,2026-04-18 15:58:34,negatif,shopee makin ke sni gak rekomen ngajuin retur sma tim validasinya di tolak jelas udh ngasih bukti yg valid
barang barang yg saya beli bagus dan sesuai itu saja,5,2026-04-18 15:58:16,positif,barang barang yg saya beli bagus dan sesuai itu saja
jos,5,2026-04-18 15:56:07,positif,jos
"Bagus dan sangat membantu untuk membeli barang barang yang saya butuhkan, gak ribet, lumayan cepet, dan puas sama hasil nya. Untuk minus nya... Hadiah Koin Shoope nya terlalu sedikit, tapi it's ok lah no problem",5,2026-04-18 15:53:51,positif,bagus dan sangat membantu untuk membeli barang barang yang saya butuhkan gak ribet lumayan cepet dan puas sama hasil nya untuk minus nya hadiah koin shoope nya terlalu sedikit tapi its ok lah no problem
bagus,5,2026-04-18 15:51:59,positif,bagus
bagus,5,2026-04-18 15:49:52,positif,bagus
Bintang yang bisa berkata,5,2026-04-18 15:49:50,positif,bintang yang bisa berkata
"www OK sd z ZX di, jk drr yg y TT iyh di rgf geh ih UU UU",5,2026-04-18 15:47:50,positif,www ok sd z zx di jk drr yg y tt iyh di rgf geh ih uu uu
baik,5,2026-04-18 15:45:28,positif,baik
semuanya bagus sekedar agak lemot,5,2026-04-18 15:44:36,positif,semuanya bagus sekedar agak lemot
aplikasi yang bagus dan sangat berguna👍 mantap..,5,2026-04-18 15:43:37,positif,aplikasi yang bagus dan sangat berguna mantap
pelayana d discon harga memuaskan,5,2026-04-18 15:43:32,positif,pelayana d discon harga memuaskan
puas dengan pelayanan dan produknya lengkap,5,2026-04-18 15:43:26,positif,puas dengan pelayanan dan produknya lengkap
iklannya maksa bgt,1,2026-04-18 15:42:25,negatif,iklannya maksa bgt
aman semua program.nya,5,2026-04-18 15:39:30,positif,aman semua programnya
mantap apl shopee nya,5,2026-04-18 15:38:55,positif,mantap apl shopee nya
ok,5,2026-04-18 15:35:11,positif,ok
saat puas,5,2026-04-18 15:32:49,positif,saat puas
"Sebaiknya sistem ny diperbaiki, terlalu lelet, suka eror.",1,2026-04-18 15:32:42,negatif,sebaiknya sistem ny diperbaiki terlalu lelet suka eror
"Clear Cache, Login ulang, Install ulang sudah semua. Tetap aja penyakitnya gitu lagi sejak Akhir 2025. GANGGU BANGET!!! BENERIN OI!!!! sebentar2 masih keluar video & live!!! Kacau nih Shopee ga ada perubahan sama sekali!!!! Benerin! 1. Sebentar² tampil video live pas lagi mau checkout. Mau memberikan ulasan, keluar video live. Sangat mengganggu, kadang jadi bikin gagal checkout dan gagal memberi ulasan. Tolong diperbaiki aplikasinya. Maaf Solusi yang Anda berikan melalui IG tidak memberi solusi.",2,2026-04-18 15:31:29,negatif,clear cache login ulang install ulang sudah semua tetap aja penyakitnya gitu lagi sejak akhir  ganggu banget benerin oi sebentar masih keluar video  live kacau nih shopee ga ada perubahan sama sekali benerin  sebentar tampil video live pas lagi mau checkout mau memberikan ulasan keluar video live sangat mengganggu kadang jadi bikin gagal checkout dan gagal memberi ulasan tolong diperbaiki aplikasinya maaf solusi yang anda berikan melalui ig tidak memberi solusi
"produk baik, pengiriman ok",5,2026-04-18 15:30:28,positif,produk baik pengiriman ok
sangat membantu jual beli dan lain lain.,5,2026-04-18 15:28:53,positif,sangat membantu jual beli dan lain lain
Baik,5,2026-04-18 15:27:51,positif,baik
bagus,5,2026-04-18 15:20:41,positif,bagus
"shopee sekarang knapa yaa?pas download lagi malah tetep GK bisa, trus pas mau check out malah GK bisa, katanya voucher sudah kadaluarsa gitu,jadi untuk shopee mohon diperbaiki. untuk aplikasi nya udah bagus bahkan ini tempat belanja paling bagus menurut aku, harga nya udah murah bagus lagi😊😍",4,2026-04-18 15:20:15,positif,shopee sekarang knapa yaapas download lagi malah tetep gk bisa trus pas mau check out malah gk bisa katanya voucher sudah kadaluarsa gitujadi untuk shopee mohon diperbaiki untuk aplikasi nya udah bagus bahkan ini tempat belanja paling bagus menurut aku harga nya udah murah bagus lagi
mantap pokoknya,5,2026-04-18 15:19:42,positif,mantap pokoknya
"mksh,, ☺🥰😍😘",5,2026-04-18 15:18:35,positif,mksh 
i love shopeee,5,2026-04-18 15:18:27,positif,i love shopeee
makin kesini makin gak jelas sohpee...update gk bisa masuk k akun yg lama,3,2026-04-18 15:17:39,netral,makin kesini makin gak jelas sohpeeupdate gk bisa masuk k akun yg lama
Matap belanja Di shoppe cuman pengirim Nyah ajah yang lama Di percepat LG pengiriman nyah,5,2026-04-18 15:16:25,positif,matap belanja di shoppe cuman pengirim nyah ajah yang lama di percepat lg pengiriman nyah
gak parnah kecewa selama saya belanja d shopi,5,2026-04-18 15:13:58,positif,gak parnah kecewa selama saya belanja d shopi
bagus,4,2026-04-18 15:12:12,positif,bagus
klo mau lihat drama pendek cari disini,5,2026-04-18 15:10:57,positif,klo mau lihat drama pendek cari disini
bagus,5,2026-04-18 15:10:51,positif,bagus
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:10:41,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:09:58,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
cukup,4,2026-04-18 15:08:50,positif,cukup
selama ini belanja di shopee lancar aja gk ada kendala... semoga selalu begitu terus,5,2026-04-18 15:08:12,positif,selama ini belanja di shopee lancar aja gk ada kendala semoga selalu begitu terus
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:08:03,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
"semenjak update Mlah tmbh parah, biasa ku pesan paket 3/4 hari udh nyampe, ini skrng hampir seminggu lebih belum juga datang Astaga rusak aplikasi, terus mau ku ubah dari spx hemat ke reguler Mlah nggak bisa huuuu aplikasi rusak aplikasi rusak, tolong di perbaiki !!!",1,2026-04-18 15:07:47,negatif,semenjak update mlah tmbh parah biasa ku pesan paket  hari udh nyampe ini skrng hampir seminggu lebih belum juga datang astaga rusak aplikasi terus mau ku ubah dari spx hemat ke reguler mlah nggak bisa huuuu aplikasi rusak aplikasi rusak tolong di perbaiki 
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:06:51,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:06:09,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
anak saya cod hanya 3 kali dan ketika ingin memesan lagi kenapa tidak bisa Cod tidàk berguna,1,2026-04-18 15:06:01,negatif,anak saya cod hanya  kali dan ketika ingin memesan lagi kenapa tidak bisa cod tidk berguna
"shopee bagus top, tapi para kurir yang ngga optimal kinerjanya, pesanan sering lambat datang, juga dari tanggal yang ditentukan sering terlambat ,bagi kurir mohon tingkatkan lagi kualitas kerjanya, jngan cuma gajih aja yang diutamakan!!!",1,2026-04-18 15:05:07,negatif,shopee bagus top tapi para kurir yang ngga optimal kinerjanya pesanan sering lambat datang juga dari tanggal yang ditentukan sering terlambat bagi kurir mohon tingkatkan lagi kualitas kerjanya jngan cuma gajih aja yang diutamakan
layanan dari pihak shoppe buruk sekali. sy pesan sampe seminggu lebih ga dateng2. dan ga berubah2 status paketnya . sy sbg pengguna setia shoppe kecewa.,1,2026-04-18 15:04:26,negatif,layanan dari pihak shoppe buruk sekali sy pesan sampe seminggu lebih ga dateng dan ga berubah status paketnya  sy sbg pengguna setia shoppe kecewa
"Ngirim paket lambat banget gasesuai dengan estimasi, padahal awalnya udh tenang kalo paket datangnya lebih cepet eh ternyata lama banget mana mau dipakai. Jujur kecewa dan ga cuma 1 paket doang",1,2026-04-18 15:03:44,negatif,ngirim paket lambat banget gasesuai dengan estimasi padahal awalnya udh tenang kalo paket datangnya lebih cepet eh ternyata lama banget mana mau dipakai jujur kecewa dan ga cuma  paket doang
saya kesini cuman buat robux,5,2026-04-18 15:01:18,positif,saya kesini cuman buat robux
sanggar puas,5,2026-04-18 15:01:00,positif,sanggar puas
ok lah,5,2026-04-18 15:00:51,positif,ok lah
"krna barang""saya sering stuck hingga 2 Minggu lebih tidak ada yang datang,dan sudah di laporkan tetapi masih sama saja tidak ada perubahan",1,2026-04-18 15:00:44,negatif,krna barangsaya sering stuck hingga  minggu lebih tidak ada yang datangdan sudah di laporkan tetapi masih sama saja tidak ada perubahan
oke bgt aplikasinya,5,2026-04-18 14:57:44,positif,oke bgt aplikasinya
Tantri lBU FARAN ❤️ LiNA,5,2026-04-18 14:56:28,positif,tantri lbu faran  lina
bagus,5,2026-04-18 14:56:17,positif,bagus
Saya tidak bisa ajukan pengembalian barang..bagaimana shopee sekarang lambat loading terus berputar sinyalnya..banyak rugi saya dg barang tidak cukup di kirim.,3,2026-04-18 14:55:44,netral,saya tidak bisa ajukan pengembalian barangbagaimana shopee sekarang lambat loading terus berputar sinyalnyabanyak rugi saya dg barang tidak cukup di kirim
sangat bgus,5,2026-04-18 14:55:20,positif,sangat bgus
"bagus , mantap luar biasa saya suka belanja di shoopee",5,2026-04-18 14:54:34,positif,bagus  mantap luar biasa saya suka belanja di shoopee
Shopee yg terbaik,5,2026-04-18 14:53:54,positif,shopee yg terbaik
"Belanja mudah di shopee, banyak promo, harga lebih murah, barang berkwalitas, bisa COD.",5,2026-04-18 14:53:38,positif,belanja mudah di shopee banyak promo harga lebih murah barang berkwalitas bisa cod
ongkir semakin mahal,3,2026-04-18 14:50:27,netral,ongkir semakin mahal
"apk yang sring eror""",1,2026-04-18 14:50:15,negatif,apk yang sring eror
keren,5,2026-04-18 14:49:54,positif,keren
pokoe jos,5,2026-04-18 14:49:25,positif,pokoe jos
belanja jd lebih mudah,5,2026-04-18 14:48:22,positif,belanja jd lebih mudah
"Aman cepat, kurirnya ramah ,pkonya mantap 👍",5,2026-04-18 14:46:22,positif,aman cepat kurirnya ramah pkonya mantap 
"aplikasi shoope sangat membantu bagi saya pribadi, dan shoope aplikasi yg sangat bagus dan terpercaya",5,2026-04-18 14:45:37,positif,aplikasi shoope sangat membantu bagi saya pribadi dan shoope aplikasi yg sangat bagus dan terpercaya
"aplikasi belanja paling top markotop,,,",5,2026-04-18 14:45:29,positif,aplikasi belanja paling top markotop
memang banyak promo tapi promo itu di ambil dari hasil kerja keras driver,1,2026-04-18 14:45:03,negatif,memang banyak promo tapi promo itu di ambil dari hasil kerja keras driver
"ini aplikasi apaan coba,paket saya ngestuck trus voucher besar"" an kgk boleh dipake emg dah nih aplikasi makin gajelas",2,2026-04-18 14:44:19,negatif,ini aplikasi apaan cobapaket saya ngestuck trus voucher besar an kgk boleh dipake emg dah nih aplikasi makin gajelas
"sopi sangat ok buat blanja,terima kasih sopi",5,2026-04-18 14:43:07,positif,sopi sangat ok buat blanjaterima kasih sopi
"paket ku ga sampe sampe woiii, dah 3 harii dalam proses pengantaran tapi barangnya gasampe sampeeeee",1,2026-04-18 14:42:32,negatif,paket ku ga sampe sampe woiii dah  harii dalam proses pengantaran tapi barangnya gasampe sampeeeee
"sangat bagus aplikasi shope, cepat dan amanah",5,2026-04-18 14:42:12,positif,sangat bagus aplikasi shope cepat dan amanah
